"","ISO","year","meanHumid","meanHumid2","medHumid","medHumid2","meanPET","medPET","cubM_precip"
"1435","ISL","1960",2659.19811463646,2912.35544891735,1.80977761275004,2.2492712047628,34.4471382248587,26.1160917282104,3617502815.27601
"1436","ISL","1970",41575.6281756543,45677.4068038759,2.07186790481585,2.82290902672456,32.2713227621875,23.1051797866821,4149792174.4364
"1437","ISL","1980",7225.7157247489,7913.60840979581,1.84455473134179,2.27042529856095,33.6767732790655,24.7987289428711,3503618379.01317
"1438","ISL","1985",1072.97298029198,1176.97272542666,1.92687654000722,2.3564179567955,32.936408974223,23.7468738555908,3509175927.1187
"1439","ISL","1990",12275.0200515413,13443.6096866605,2.49539963696607,3.36721620125082,33.3079633892711,23.5915374755859,4444814714.11174
"1440","ISL","1995",1521.05165517069,1673.75802687557,1.72056566969275,2.18675366929112,32.7911771983511,23.558162689209,4064905172.41661
"1441","ISL","2000",1995.70293872471,2178.83803192533,2.12767995764927,2.71280665842702,34.4002247251714,24.266960144043,3949363362.89054
"1442","ISL","2005",1103.69146642143,1209.71537106979,2.14031276363885,2.50787267488483,33.5884876315788,24.6645927429199,4248261299.96973
"1443","ISR","1901",0.34751509657919,0.34751509657919,0.0370369885728901,0.0370369885728901,150.501711672003,144.782081604004,235538584.922269
"1444","ISR","1910",0.355539698024288,0.355539698024288,0.0545224215740497,0.0545224215740497,148.21536509196,140.708450317383,269018402.298821
"1445","ISR","1920",0.527682694820186,0.527682694820186,0.0363978743048803,0.0363978743048803,151.754331126358,146.343246459961,361208616.679341
"1446","ISR","1930",0.362001596415255,0.362001596415255,0.0308558617622739,0.0308558617622739,154.039507143425,148.994041442871,254372365.484462
"1447","ISR","1940",0.423628703781699,0.423628703781699,0.045314746537155,0.045314746537155,153.910668893294,148.695991516113,295968105.93801
"1448","ISR","1950",0.33075198266905,0.33075198266905,0.0481876735637486,0.0481876735637486,150.368441899618,146.315437316895,235996827.206323
"1449","ISR","1960",0.260965250417239,0.260965250417239,0.00655883307629082,0.00655883307629082,155.976190220226,149.619285583496,198426051.455304
"1450","ISR","1970",0.343144081593539,0.343144081593539,0.029591471054735,0.029591471054735,151.396808248578,148.331588745117,251171846.34864
"1451","ISR","1980",0.469233614635523,0.469233614635523,0.0180956800636239,0.0180956800636239,152.581174561472,149.323989868164,326201813.118094
"1452","ISR","1985",0.318803971032568,0.318803971032568,0.0174428344371027,0.0174428344371027,155.640585986051,149.891616821289,240573021.591938
"1453","ISR","1990",0.255817090051627,0.255817090051627,0.0277614714950485,0.0277614714950485,157.862908276645,151.989883422852,206860862.329519
"1454","ISR","1995",0.217753196777562,0.217753196777562,0.00901479937922799,0.00901479937922799,157.511565930916,149.927871704102,172425216.487176
"1455","ISR","2000",0.429598519627723,0.429598519627723,0.0176764004948581,0.0176764004948581,153.812432346922,142.312538146973,292964397.873698
"1456","ISR","2005",0.318391660768177,0.318391660768177,0.028511223755524,0.028511223755524,155.784628203421,152.737152099609,218863180.005055
"1457","ITA","1901",1.72034804427544,1.72034804427544,0.895274350155028,0.895274350155028,98.7326149444252,88.4368629455566,13961220245.4799
"1458","ITA","1910",1.72918391907405,1.72918391907405,0.917838201725954,0.917838201725954,97.7855968382064,86.8968544006348,12627457954.8195
"1459","ITA","1920",1.49744827318666,1.49744827318666,0.718484325183588,0.718484325183588,100.78435511992,89.0991706848145,11773686510.3449
"1460","ITA","1930",1.40335101072001,1.40335101072001,0.815190655350036,0.815190655350036,99.9682726699608,88.3911590576172,11603780794.6375
